"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"15539","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2021","2022","2897712","3012006","63547.6","Collected Revenue"
"15540","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1893053","1999677","63547.6","Collected Revenue"
"15541","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","61564.01","Collected Revenue"
"15542","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","61564.01","Billed Revenue"
"15543","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","61121.7","Collected Revenue"
"15544","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","61121.7","Billed Revenue"
"15545","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2021","2022","18054766","27048063","60947.28","Collected Revenue"
"15546","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","781844","59467.42","Billed Revenue"
"15547","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","783187","59042.76","Billed Revenue"
"15548","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","58152.36","Collected Revenue"
"15549","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","58152.36","Billed Revenue"
"15550","Department of Small Business Services","State Grants and Contracts-Categorical","NYC AMBIENT SURFACE WATER PROJ","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2022","2022","0","0","58040.23","Collected Revenue"
"15551","Department of Small Business Services","State Grants and Contracts-Categorical","NYC AMBIENT SURFACE WATER PROJ","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2022","2022","0","0","58040.23","Billed Revenue"
"15552","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2022","2022","0","891997","57533.47","Collected Revenue"
"15553","Department of Small Business Services","Federal Grants and Contracts-Categorical","TRADE ADJUSTMENT ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","LABOR","2022","2022","0","891997","57533.47","Billed Revenue"
"15554","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","57518.05","Collected Revenue"
"15555","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","57518.05","Billed Revenue"
"15556","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","57086.62","Collected Revenue"
"15557","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","57086.62","Billed Revenue"
"15558","Department of Small Business Services","State Grants and Contracts-Categorical","ENVIRONMENTAL CONSERVATION","General Fund","STATE","ENVIRONMENTAL CONSERVATION","2015","2022","0","253775","56778.12","Accounts Left In Old Year"
"15559","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A. National Emergency","General Fund","FEDERAL - OTHER","LABOR","2022","2022","0","2069031","56579.09","Unbilled Revenue"
"15560","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","54561.61","Collected Revenue"
"15561","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","54561.61","Billed Revenue"
"15562","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","54215.39","Collected Revenue"
"15563","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","54215.39","Billed Revenue"
"15564","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","54138.46","Collected Revenue"
"15565","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","54138.46","Billed Revenue"
"15566","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","53818.53","Collected Revenue"
"15567","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","53818.53","Billed Revenue"
"15568","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","53794.48","Collected Revenue"
"15569","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","780525","53794.48","Billed Revenue"
"15570","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53790.48","Collected Revenue"
"15571","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53790.48","Billed Revenue"
"15572","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53396.13","Collected Revenue"
"15573","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53396.13","Billed Revenue"
"15574","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53384.61","Collected Revenue"
"15575","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","779914","53384.61","Billed Revenue"
"15576","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","52857.39","Billed Revenue"
"15577","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","52857.39","Collected Revenue"
"15578","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","49333.56","Collected Revenue"
"15579","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","49333.56","Billed Revenue"
"15580","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","48753.61","Collected Revenue"
"15581","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","48753.61","Billed Revenue"
"15582","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","976179","976179","48002.37","Unbilled Revenue"
"15583","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","45233.08","Collected Revenue"
"15584","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","45233.08","Billed Revenue"
"15585","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A. National Emergency","General Fund","FEDERAL - OTHER","LABOR","2021","2022","0","43211","43210.5","Collected Revenue"
"15586","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2022","2022","100000","100000","42689","Collected Revenue"
"15587","Department of Small Business Services","State Grants and Contracts-Categorical","LOCAL GOVERNMENT RECORDS MGMT","General Fund","STATE","OTHER","2019","2022","0","105007","42293","Accounts Left In Old Year"
"15588","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","41987.36","Collected Revenue"
"15589","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","41987.36","Billed Revenue"
"15590","Department of Small Business Services","Federal Grants and Contracts-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2022","2022","0","0","40663.86","Collected Revenue"
"15591","Department of Small Business Services","Federal Grants and Contracts-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2022","2022","0","0","40663.86","Billed Revenue"
"15592","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","39695.72","Collected Revenue"
"15593","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","39695.72","Billed Revenue"
"15594","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","38299.62","Collected Revenue"
"15595","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","38299.62","Billed Revenue"
"15596","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1938","1938","38137.71","Collected Revenue"
"15597","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","37722.95","Collected Revenue"
"15598","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","37722.95","Collected Revenue"
"15599","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","37722.95","Billed Revenue"
"15600","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","37722.95","Billed Revenue"
"15601","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1479618","1479618","37523.39","Unbilled Revenue"
"15602","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1451486","1451486","37116.17","Unbilled Revenue"
"15603","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2022","2022","0","0","35934.8","Collected Unearned Revenue Roll"
"15604","Department of Small Business Services","State Grants and Contracts-Categorical","LOCAL GOVERNMENT RECORDS MGMT","General Fund","STATE","OTHER","2022","2022","0","0","35706","Billed Revenue"
"15605","Department of Small Business Services","State Grants and Contracts-Categorical","LOCAL GOVERNMENT RECORDS MGMT","General Fund","STATE","OTHER","2022","2022","0","71413","35706","Collected Revenue"
"15606","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1893053","1999677","34623.02","Accounts Left In Old Year"
"15607","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2021","2022","2897712","3012006","34623.02","Accounts Left In Old Year"
"15608","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","33869.61","Collected Revenue"
"15609","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","33869.61","Billed Revenue"
"15610","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Collected Revenue"
"15611","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Collected Revenue"
"15612","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Billed Revenue"
"15613","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Collected Revenue"
"15614","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Billed Revenue"
"15615","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Billed Revenue"
"15616","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Collected Revenue"
"15617","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Billed Revenue"
"15618","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Collected Revenue"
"15619","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32889.04","Billed Revenue"
"15620","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","32660.14","Collected Revenue"
"15621","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","32660.14","Collected Revenue"
"15622","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","32660.14","Billed Revenue"
"15623","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","32660.14","Billed Revenue"
"15624","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32502.41","Billed Revenue"
"15625","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32502.41","Collected Revenue"
"15626","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1938","1938","32502.41","Billed Revenue"
"15627","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","26276.92","Collected Revenue"
"15628","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","26276.92","Billed Revenue"
"15629","Department of Small Business Services","CHARGES FOR SERVICES","OTHER SERVICES/FEES","General Fund","INTRA-CITY SALES","INTRA-CITY CHARGES","2022","2022","0","25670","25670","Collected Revenue"
"15630","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","780525","781844","25208.82","Unbilled Revenue"
"15631","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2021","2022","198947","198947","25085.72","Collected Revenue"
"15632","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","779914","783187","25054.24","Unbilled Revenue"
"15633","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2022","2022","100000","100000","24640","Collected Revenue"
"15634","Department of Small Business Services","Federal Grants and Contracts-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2015","2022","0","27000","24502.41","Accounts Left In Old Year"
"15635","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1501160","1482025","23954.23","Collected Revenue"
"15636","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","35778","23715.44","Collected Revenue"
"15637","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","35778","23715.44","Billed Revenue"
"15638","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","23628.08","Collected Revenue"
"15639","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","23628.08","Collected Revenue"
"15640","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","2010291","2010291","23628.08","Billed Revenue"
"15641","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1948538","1948538","23628.08","Billed Revenue"
"15642","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","23468.92","Billed Revenue"
"15643","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","23468.92","Collected Revenue"
"15644","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2022","2022","0","0","23405.64","Collected Unearned Revenue Roll"
"15645","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2022","2022","0","0","23059.71","Collected Unearned Revenue Roll"
"15646","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","9847725","13501880","22981.42","Collected Revenue"
"15647","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1506793","1451486","22869.08","Collected Revenue"
"15648","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2021","2022","0","22840","22839.45","Collected Revenue"
"15649","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2022","0","0","22325.07","Collected Revenue"
"15650","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2022","0","0","22325.07","Billed Revenue"
"15651","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1661247","22024.95","Collected Revenue"
"15652","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1661247","22024.95","Billed Revenue"
"15653","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","21684.69","Collected Revenue"
"15654","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","21684.69","Billed Revenue"
"15655","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2022","2022","100000","100000","21560","Collected Revenue"
"15656","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","21503.81","Collected Revenue"
"15657","Department of Small Business Services","Non-Governmental Grants","PRIVATE GRANTS","General Fund","OTHER CATEGORICAL","NONGOVT GRANTS-OTHER","2022","2022","0","0","21503.81","Billed Revenue"
"15658","Department of Small Business Services","Federal Grants and Contracts-Categorical","BROWNFIELD ASSESSMENT & CLEANUP COOP PGM","General Fund","FEDERAL - OTHER","ENVIRONMENTAL PROTECTION","2015","2022","0","25800","21403.19","Accounts Left In Old Year"
"15659","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","19500148","19500148","21031.7","Collected Revenue"
"15660","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT - ADULT","General Fund","FEDERAL - OTHER","LABOR","2022","2022","19500148","19500148","21031.7","Billed Revenue"
"15661","Department of Small Business Services","State Grants and Contracts-Categorical","HOLDING ACCT UNALLOC STE RECPT","General Fund","STATE","HOLDING ACCT-UNDISTRBTED CASH","2022","2022","0","0","20289.88","Collected Unearned Revenue Roll"
"15662","Department of Small Business Services","Federal Grants and Contracts-Categorical","W.I.A.  DISLOCATED WORKERS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","9847725","13501880","19779.02","Collected Revenue"
"15663","Department of Small Business Services","Federal Grants and Contracts-Categorical","COMMUNITY DEVELOPMENT BLOCK GRANT","General Fund","FEDERAL - OTHER","HOUSING AND URBAN DEVELOPMENT","2022","2022","0","0","18690","Billed Revenue"
"15664","Department of Small Business Services","Federal Grants and Contracts-Categorical","PROCUREMENT TECHNICAL ASSISTANCE","General Fund","FEDERAL - OTHER","DEFENSE","2022","2022","198947","383525","18174.12","Unbilled Revenue"
"15665","Department of Small Business Services","LICENS. PERM. PRIV, FRANCHISES","PERMITS - GENERAL","General Fund","CITY FUNDS","PERMITS","2022","2022","100000","100000","17600","Collected Revenue"
"15666","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","1938","1938","17236.98","Collected Revenue"
"15667","Department of Small Business Services","State Grants and Contracts-Categorical","VOCATIONAL EDUCATION","General Fund","STATE","EDUCATION","2021","2022","0","124484","15629.46","Collected Revenue"
"15668","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","14785.09","Collected Revenue"
"15669","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1569852","14785.09","Billed Revenue"
"15670","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2021","2022","593515","593515","14736.1","Collected Revenue"
"15671","Department of Small Business Services","Federal Grants and Contracts-Categorical","WORKFORCE INVESTMENT ACT CENTRAL ADMINIS","General Fund","FEDERAL - OTHER","LABOR","2022","2022","1569852","1661235","14683.3","Billed Revenue"
