"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"8792","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","1627488","1348898","-97086","Billed Revenue"
"8793","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-97558","Billed Revenue"
"8794","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2020","450640","450640","-98143.79","Billed Revenue"
"8795","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2020","2020","347208","347208","-98143.97","Collected Unearned Revenue Roll"
"8796","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","1627488","1265877","-98157","Billed Revenue"
"8797","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-105849.69","Collected Unearned Revenue Roll"
"8798","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-105849.69","Billed Revenue"
"8799","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-105849.69","Unbilled Revenue"
"8800","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2019","2020","275000","1262108","-107034","Billed Revenue"
"8801","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2020","2020","347208","347208","-109947.46","Billed Revenue"
"8802","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-112360.08","Unbilled Revenue"
"8803","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2020","10509762","10820867","-112361.08","Billed Revenue"
"8804","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2020","10509762","10820867","-112361.08","Unbilled Revenue"
"8805","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","169368","158926","-121034.41","Accounts Left In Old Year"
"8806","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2020","2020","347208","347208","-126461.46","Billed Revenue"
"8807","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","169368","246620","-129132.71","Billed Revenue"
"8808","Department for the Aging","Federal Grants and Contracts-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","583746","583746","-130250.18","Unbilled Revenue"
"8809","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","667026","667026","-134295.67","Billed Revenue"
"8810","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2020","10072924","11356817","-135191.98","Billed Revenue"
"8811","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2020","10072924","11356817","-135191.98","Unbilled Revenue"
"8812","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","1627488","1262108","-138394","Billed Revenue"
"8813","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-138625.97","Collected Unearned Revenue Roll"
"8814","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","169368","158926","-143562.29","Billed Revenue"
"8815","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICARE ENROLLMENT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","169368","158926","-143562.29","Unbilled Revenue"
"8816","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-144933.2","Collected Unearned Revenue Roll"
"8817","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","1500000","-144933.2","Billed Revenue"
"8818","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-145985.4","Billed Revenue"
"8819","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-145985.4","Unbilled Revenue"
"8820","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V NCOA EMPLOYMENT PROG.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","1627488","1265877","-151424","Billed Revenue"
"8821","Department for the Aging","State Grants and Contracts-Categorical","CONGREGATE SERVICES INITIATIVE","General Fund","STATE","AGING","2020","2020","152288","152288","-152288","Billed Revenue"
"8822","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-152288","Collected Unearned Revenue Roll"
"8823","Department for the Aging","Federal Grants and Contracts-Categorical","HEALTH INSURANCE ASSISTANCE PM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","583746","583746","-153612.59","Billed Revenue"
"8824","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-162338.22","Unbilled Revenue"
"8825","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-167243.26","Collected Unearned Revenue Roll"
"8826","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-169012","Accounts Left In Old Year"
"8827","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","667026","667026","-177356.78","Billed Revenue"
"8828","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-177356.78","Collected Unearned Revenue Roll"
"8829","Department for the Aging","State Grants and Contracts-Categorical","TRANSPORTATION AID","General Fund","STATE","EDUCATION","2020","2020","395804","395804","-191274.03","Billed Revenue"
"8830","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-191274.03","Collected Unearned Revenue Roll"
"8831","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-196098.72","Unbilled Revenue"
"8832","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-197435","Accounts Left In Old Year"
"8833","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","2949613","-200000","Unbilled Revenue"
"8834","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-211845.48","Accounts Left In Old Year"
"8835","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-212605.37","Billed Revenue"
"8836","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-212605.37","Collected Unearned Revenue Roll"
"8837","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","-216557.48","Billed Revenue"
"8838","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-235553.42","Collected Unearned Revenue Roll"
"8839","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-235553.42","Billed Revenue"
"8840","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-235553.42","Unbilled Revenue"
"8841","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-250813.52","Billed Revenue"
"8842","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-250813.52","Unbilled Revenue"
"8843","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-272695","Collected Unearned Revenue Roll"
"8844","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-286399.59","Billed Revenue"
"8845","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-286399.59","Unbilled Revenue"
"8846","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2020","20551332","20551332","-309240.58","Billed Revenue"
"8847","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","2384227","-332771.22","Billed Revenue"
"8848","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-356663.21","Accounts Left In Old Year"
"8849","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2020","2020","1618085","1978271","-371941","Billed Revenue"
"8850","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2020","2020","1618085","1978271","-371941","Collected Unearned Revenue Roll"
"8851","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","-378765.29","Accounts Left In Old Year"
"8852","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","2384227","-380486.61","Collected Unearned Revenue Roll"
"8853","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-387338.6","Billed Revenue"
"8854","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-387338.6","Collected Unearned Revenue Roll"
"8855","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2020","2020","1618085","1978271","-402638","Collected Unearned Revenue Roll"
"8856","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2020","2020","1618085","1978271","-402638","Billed Revenue"
"8857","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","11356817","-438159","Collected Unearned Revenue Roll"
"8858","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","2949613","-438159","Billed Revenue"
"8859","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","3579495","3237782","-457351.79","Billed Revenue"
"8860","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-457351.79","Collected Unearned Revenue Roll"
"8861","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","667026","667026","-462315.93","Unbilled Revenue"
"8862","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2020","2020","1618085","1618085","-483529","Collected Unearned Revenue Roll"
"8863","Department for the Aging","Federal Grants and Contracts-Categorical","FOSTER GRANDPARENT GRANT","General Fund","FEDERAL - OTHER","COMM ON NATIONAL+COMMUNITY","2019","2020","1617485","1618085","-483529","Billed Revenue"
"8864","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","11356817","-530624","Collected Unearned Revenue Roll"
"8865","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","10270814","10774063","-550000","Unbilled Revenue"
"8866","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","18849277","22507003","-550000","Unbilled Revenue"
"8867","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","18849277","22507003","-550000","Unbilled Revenue"
"8868","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-557672.38","Billed Revenue"
"8869","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-557672.38","Collected Unearned Revenue Roll"
"8870","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","11356817","-589372","Collected Unearned Revenue Roll"
"8871","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","4073778","-605387.77","Unbilled Revenue"
"8872","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","3514168","3514168","-667172.95","Billed Revenue"
"8873","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-667172.95","Collected Unearned Revenue Roll"
"8874","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE 3D HEALTH PROMOTION","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2020","667026","1301314","-671422.12","Billed Revenue"
"8875","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-686632.43","Billed Revenue"
"8876","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-686632.43","Collected Unearned Revenue Roll"
"8877","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","-751001.65","Billed Revenue"
"8878","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2020","2020","347208","347208","-751001.65","Collected Unearned Revenue Roll"
"8879","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","-751001.65","Unbilled Revenue"
"8880","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","3698480","-796912.62","Billed Revenue"
"8881","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-796912.62","Collected Unearned Revenue Roll"
"8882","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-805717.79","Collected Unearned Revenue Roll"
"8883","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2020","3579495","3234704","-819732.41","Billed Revenue"
"8884","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-819732.41","Collected Unearned Revenue Roll"
"8885","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2020","10072924","11356817","-852894","Billed Revenue"
"8886","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-994712.95","Collected Unearned Revenue Roll"
"8887","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2020","2020","3579495","3579495","-994712.95","Billed Revenue"
"8888","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","0","4106511","-1026627.75","Billed Revenue"
"8889","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","0","4106511","-1026627.75","Billed Revenue"
"8890","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-1026627.75","Collected Unearned Revenue Roll"
"8891","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2020","10509762","10820867","-1026627.75","Collected Unearned Revenue Roll"
"8892","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","3514168","4231496","-1048348","Billed Revenue"
"8893","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-1048348","Collected Unearned Revenue Roll"
"8894","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","11356817","-1061061","Collected Unearned Revenue Roll"
"8895","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-1154005.44","Collected Unearned Revenue Roll"
"8896","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","1500000","2384227","-1154005.44","Billed Revenue"
"8897","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","-1270666.91","Billed Revenue"
"8898","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-1270666.91","Collected Unearned Revenue Roll"
"8899","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-1291844.79","Billed Revenue"
"8900","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-1291844.79","Collected Unearned Revenue Roll"
"8901","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","11356817","-1320642","Collected Unearned Revenue Roll"
"8902","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-1355205.63","Collected Unearned Revenue Roll"
"8903","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","-1355205.63","Billed Revenue"
"8904","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-1648636.38","Billed Revenue"
"8905","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-1648636.38","Unbilled Revenue"
"8906","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-1679723","Collected Unearned Revenue Roll"
"8907","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","18849277","22507003","-1679723","Billed Revenue"
"8908","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","10272714","10272714","-1719716.16","Billed Revenue"
"8909","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","-1734444.85","Billed Revenue"
"8910","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-1734444.85","Collected Unearned Revenue Roll"
"8911","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-1865701.56","Collected Unearned Revenue Roll"
"8912","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","-1938926.67","Billed Revenue"
"8913","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2178568.93","Collected Unearned Revenue Roll"
"8914","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","-2178568.93","Billed Revenue"
"8915","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","10270814","10774063","-2188005","Billed Revenue"
"8916","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2020","2020","18546806","18546806","-2188005","Collected Unearned Revenue Roll"
"8917","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-2295737.58","Collected Unearned Revenue Roll"
"8918","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","-2295737.58","Billed Revenue"
"8919","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2483636.04","Collected Unearned Revenue Roll"
"8920","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","3514168","3514168","-2483636.04","Billed Revenue"
"8921","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-2592847.92","Billed Revenue"
"8922","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2704013.02","Billed Revenue"
"8923","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2705209","Collected Unearned Revenue Roll"
"8924","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2020","2020","10509762","10509762","-2705209","Billed Revenue"
"8925","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2020","10509762","10820867","-2705209","Collected Unearned Revenue Roll"
"8926","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2839205","Billed Revenue"
"8927","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-2839205","Collected Unearned Revenue Roll"
"8928","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2020","10509762","10820867","-2839205","Collected Unearned Revenue Roll"
"8929","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2020","2020","10272714","10272714","-2968977.56","Unbilled Revenue"
"8930","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2020","2020","10072924","10072924","-3117426.07","Collected Unearned Revenue Roll"
