"","agency","revenue_category","revenue_source","fund_class","funding_class","revenue_class","budget_fiscal_year","fiscal_year","adopted","modified","recognized","closing_classification_name"
"7790","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","3514168","3567817","-1290680.06","Billed Revenue"
"7791","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2018","3514168","3514168","-1404052.29","Billed Revenue"
"7792","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-1404052.29","Collected Unearned Revenue Roll"
"7793","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-1428097.03","Collected Unearned Revenue Roll"
"7794","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-1532102.18","Collected Unearned Revenue Roll"
"7795","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-1562953","Billed Revenue"
"7796","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2018","2018","347208","380559","-1562953","Collected Unearned Revenue Roll"
"7797","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","18849277","19955326","-1576092.71","Billed Revenue"
"7798","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","10270814","10270814","-1611808.62","Billed Revenue"
"7799","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","10272714","10272714","-1727017.21","Billed Revenue"
"7800","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","18849277","19955326","-1947919.84","Billed Revenue"
"7801","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-2041518.19","Collected Unearned Revenue Roll"
"7802","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","20551332","20551332","-2120923","Unbilled Revenue"
"7803","Department for the Aging","State Grants-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10072924","-2227938.83","Collected Unearned Revenue Roll"
"7804","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10509762","-2400488.73","Collected Unearned Revenue Roll"
"7805","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-2408902","Billed Revenue"
"7806","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2018","2018","347208","380559","-2408902","Collected Unearned Revenue Roll"
"7807","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10820867","-2528264","Collected Unearned Revenue Roll"
"7808","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10072924","-2568828.17","Billed Revenue"
"7809","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","10270814","10270814","-2583354.2","Billed Revenue"
"7810","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10509762","-2599442.4","Billed Revenue"
"7811","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2019","10509762","10820867","-2705209","Collected Unearned Revenue Roll"
"7812","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-2705216","Collected Unearned Revenue Roll"
"7813","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10820867","-2705216","Billed Revenue"
"7814","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10509762","-2705216","Collected Unearned Revenue Roll"
"7815","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2018","2018","347208","420840","-2708902","Collected Unearned Revenue Roll"
"7816","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","10272714","10272714","-2723984.78","Billed Revenue"
"7817","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2019","10509762","10820867","-2839205","Collected Unearned Revenue Roll"
"7818","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10509762","-2843892","Collected Unearned Revenue Roll"
"7819","Department for the Aging","State Grants-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-2915286.9","Collected Unearned Revenue Roll"
"7820","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-3254460.47","Collected Unearned Revenue Roll"
"7821","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2018","18849277","19955326","-3254460.47","Billed Revenue"
"7822","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","20551332","20551332","-3337400","Billed Revenue"
"7823","Department for the Aging","State Grants-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10509762","-3340815.55","Collected Unearned Revenue Roll"
"7824","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2020","20551332","20551332","-3383476.99","Billed Revenue"
"7825","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","10272714","10272714","-3593244.69","Billed Revenue"
"7826","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","18849277","19955326","-3785865.2","Billed Revenue"
"7827","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-3816936.86","Collected Unearned Revenue Roll"
"7828","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-4278515.71","Billed Revenue"
"7829","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-4562953","Collected Unearned Revenue Roll"
"7830","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2019","10509762","10820867","-4587333","Collected Unearned Revenue Roll"
"7831","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2018","2018","10509762","10820867","-5183894.62","Billed Revenue"
"7832","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-5183894.62","Collected Unearned Revenue Roll"
"7833","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2018","2018","347208","420840","-5345250.75","Collected Unearned Revenue Roll"
"7834","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-5345250.75","Billed Revenue"
"7835","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2018","2018","10072924","10503923","-5361002.13","Collected Unearned Revenue Roll"
"7836","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2018","10270814","10270814","-5361002.13","Billed Revenue"
"7837","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","20551332","20551332","-6001568","Collected Unearned Revenue Roll"
"7838","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2019","18849277","19955326","-6851288.96","Billed Revenue"
"7839","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2018","2020","20551332","20551332","-10378982.43","Billed Revenue"
"7840","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2018","2018","347208","420840","-12027024.89","Collected Unearned Revenue Roll"
"7841","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2018","2018","18546806","18546806","-12027024.89","Billed Revenue"
"7842","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","20551332","20551332","15880225.85","Billed Revenue"
"7843","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","11542879.84","Billed Revenue"
"7844","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","8092433","Collected Revenue"
"7845","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","7798344.12","Collected Unearned Revenue Roll"
"7846","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","7787792.85","Collected Revenue"
"7847","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","7685983.04","Billed Revenue"
"7848","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","7636044.71","Collected Unearned Revenue Roll"
"7849","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","7595226.55","Billed Revenue"
"7850","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","7240610.15","Collected Unearned Revenue Roll"
"7851","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","6955546.84","Collected Revenue"
"7852","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","6851288.96","Collected Unearned Revenue Roll"
"7853","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","6423869.85","Billed Revenue"
"7854","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","6149230.68","Collected Revenue"
"7855","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","6149230.68","Billed Revenue"
"7856","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","6080378.14","Collected Revenue"
"7857","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","6080378.14","Billed Revenue"
"7858","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","5910567.22","Collected Revenue"
"7859","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","5910567.22","Collected Unearned Revenue Roll"
"7860","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","5910567.22","Billed Revenue"
"7861","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","4980774.04","Collected Revenue"
"7862","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","4756021.55","Collected Revenue"
"7863","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","4689425","Collected Revenue"
"7864","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","4689425","Collected Unearned Revenue Roll"
"7865","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","4587333","Collected Revenue"
"7866","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","4573081","Collected Unearned Revenue Roll"
"7867","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","3785865.2","Collected Unearned Revenue Roll"
"7868","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","3757685.15","Collected Revenue"
"7869","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","3757685.15","Billed Revenue"
"7870","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","3593244.69","Collected Unearned Revenue Roll"
"7871","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","20551332","20551332","3337400","Collected Unearned Revenue Roll"
"7872","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","3022522.88","Billed Revenue"
"7873","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","2999672.93","Collected Revenue"
"7874","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","2999672.93","Collected Unearned Revenue Roll"
"7875","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","2999672.93","Billed Revenue"
"7876","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","2839205","Collected Unearned Revenue Roll"
"7877","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","2839205","Collected Revenue"
"7878","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","2767878.29","Billed Revenue"
"7879","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","2739205","Collected Revenue"
"7880","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","2705209","Collected Unearned Revenue Roll"
"7881","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","2705209","Collected Revenue"
"7882","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","2705209","Collected Revenue"
"7883","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","2583354.2","Collected Unearned Revenue Roll"
"7884","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","18849277","19949277","2295737.58","Collected Revenue"
"7885","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","2295737.58","Billed Revenue"
"7886","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","2213450.67","Collected Revenue"
"7887","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","2213450.67","Collected Unearned Revenue Roll"
"7888","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","2213450.67","Billed Revenue"
"7889","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","2178568.93","Collected Revenue"
"7890","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","2178568.93","Billed Revenue"
"7891","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","2031444.06","Collected Unearned Revenue Roll"
"7892","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","1956960","Unbilled Revenue"
"7893","Department for the Aging","State Grants and Contracts-Categorical","CRIME VICTIMS PROGRAM","General Fund","STATE","CRIME VICTIMS COMPENSATION","2019","2019","450640","450640","1947919.84","Collected Unearned Revenue Roll"
"7894","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","20551332","20551332","1938926.67","Collected Revenue"
"7895","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","20551332","20551332","1938926.67","Billed Revenue"
"7896","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2020","18546806","18546806","1734444.85","Collected Revenue"
"7897","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","1727017.21","Collected Unearned Revenue Roll"
"7898","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","1648636.38","Collected Revenue"
"7899","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10272714","10272714","1648636.38","Billed Revenue"
"7900","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","1611808.62","Collected Unearned Revenue Roll"
"7901","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10820867","1576092.71","Collected Unearned Revenue Roll"
"7902","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","1548191.36","Collected Revenue"
"7903","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","1548191.36","Billed Revenue"
"7904","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","1367709.75","Collected Revenue"
"7905","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","1367709.75","Collected Unearned Revenue Roll"
"7906","Department for the Aging","Federal Grants and Contracts-Categorical","Nutrition Services Incentive Program","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10272714","10272714","1367709.75","Billed Revenue"
"7907","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","1365330.33","Collected Revenue"
"7908","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE E - CAREGIVER SUPPORT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","3514168","3514168","1365330.33","Billed Revenue"
"7909","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","1355205.63","Collected Revenue"
"7910","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","1355205.63","Billed Revenue"
"7911","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","0","3698480","1319034.81","Billed Revenue"
"7912","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART C: NUTRITION SERVICES","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","18849277","18849277","1290680.06","Collected Unearned Revenue Roll"
"7913","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","10270814","10270814","1270666.91","Collected Revenue"
"7914","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE III, PART B: SUPPORTIVE SERVICES A","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","10270814","10270814","1270666.91","Billed Revenue"
"7915","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","10072924","1265267.12","Collected Unearned Revenue Roll"
"7916","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3579495","1174785.08","Collected Revenue"
"7917","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","1174785.08","Collected Unearned Revenue Roll"
"7918","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3579495","1174785.08","Billed Revenue"
"7919","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","0","3698480","1112476.31","Collected Revenue"
"7920","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","1026627.75","Collected Unearned Revenue Roll"
"7921","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE XX SOC.SERV.BLOCK GRANT","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","20551332","20551332","940747","Collected Unearned Revenue Roll"
"7922","Department for the Aging","State Grants and Contracts-Categorical","EXPANDED IN-HOMES SERVICES","General Fund","STATE","AGING","2019","2019","18546806","18546806","900208","Collected Unearned Revenue Roll"
"7923","Department for the Aging","State Grants and Contracts-Categorical","SUPPLE.NUTRITION ASSIST. PROG.","General Fund","STATE","AGING","2019","2019","10509762","10509762","873084.65","Collected Unearned Revenue Roll"
"7924","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2020","10072924","11356817","852894","Collected Revenue"
"7925","Department for the Aging","State Grants and Contracts-Categorical","COMMUNITY SERVICES FOR AGING","General Fund","STATE","AGING","2019","2019","10072924","11356817","852894","Billed Revenue"
"7926","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2020","3579495","3234704","819732.41","Collected Revenue"
"7927","Department for the Aging","Federal Grants and Contracts-Categorical","TITLE V SEN COM SER EMP PROGM.","General Fund","FEDERAL - OTHER","LABOR","2019","2019","3579495","3234704","819732.41","Billed Revenue"
"7928","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2020","0","3698480","796912.62","Collected Revenue"
"7929","Department for the Aging","Federal Grants and Contracts-Categorical","MEDICAL ASSISTANCE PROGRAM","General Fund","FEDERAL - OTHER","Health and Human Services","2019","2019","0","3698480","796912.62","Billed Revenue"
