"Adopted","Agency","Budget Fiscal Year","Closing Classification Name","Fiscal Year","Fund Class","Funding Class","Modified","Recognized","Revenue Category","Revenue Class","Revenue Source"\
3377.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40000000.00,State Grants-Categorical,STATE,INDIGENT LEGAL SERVICES FUND
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40000000.02,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40000000.02,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-40006962.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40092189.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40245908.57,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40333582.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
770000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,770000000.00,-40379015.55,TAXES,OTHER TAXES,TX ON COMMERCIAL RENTS - OCCUP
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40383999.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-40742354.86,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-40787072.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-40820447.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,597899200.00,-40900133.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
489701978.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,489701978.00,-41209403.00,Federal Grants-Categorical,Health and Human Services,CHILD CARE & DEVEL.BLOCK GRANT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-41419903.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-41432459.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-41454429.90,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
602925335.00,Department of Social Services,2016,Billed Revenue,2017,General Fund,FEDERAL - OTHER,528141954.00,-41681289.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,595652135.00,-41970475.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,595656611.00,-42035221.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
679101123.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,FEDERAL - OTHER,667931864.00,-42049132.05,Federal Grants-Categorical,EDUCATION,ECIA TITLE I
489701978.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,489701978.00,-42162441.00,Federal Grants-Categorical,Health and Human Services,CHILD CARE & DEVEL.BLOCK GRANT
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-42205763.66,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-42370157.43,TAXES,GENERAL PROPERTY TAXES,UTIL SPEC FRAN R.E
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,595656611.00,-42384128.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-42493843.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-42498753.56,State Grants-Categorical,EDUCATION,FOUNDATION AID
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-42583107.35,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
788059843.00,Mayoralty,2016,Billed Revenue,2016,General Fund,FEDERAL - CD,1025238717.00,-42656169.19,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
16332722.00,Housing Preservation and Development,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,16332722.00,-42772074.00,Federal Grants-Categorical,HOUSING AND URBAN DEVELOPMENT,SECTION 8 ADMIN FEES - MODERATE SRO
269781558.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,269781558.00,-42819339.00,Federal Grants-Categorical,EDUCATION,E H A PART-B
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-42935076.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-42974596.28,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4371000000.00,-43081048.00,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-43102601.20,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,597899200.00,-43549928.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-43686020.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-43800849.00,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
602925335.00,Department of Social Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,595656611.00,-43817307.00,Federal Grants-Categorical,Health and Human Services,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-43820502.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
-1402000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-1268000000.00,-43991538.18,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-44190901.13,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
2129000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,2129000000.00,-44297829.84,TAXES,INCOME TAXES,UNINCORPORATED BUSINESS INC TX
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-44547298.67,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-44664364.68,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
176105120.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,176105120.00,-44819394.00,State Grants-Categorical,EDUCATION,PRIVATE EXCESS COST AID
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-45038485.62,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-45044427.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
524734901.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,508074044.00,-45057086.62,State Grants-Categorical,EDUCATION,FAMILY COURT PRE-KINDERGARTEN
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-45277163.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
-395000000.00,Mayoralty,2016,Billed Revenue,2016,General Fund,CITY FUNDS,-237000000.00,-45308476.63,TAXES,GENERAL PROPERTY TAXES,REAL ESTATE TAX REFUNDS
-395000000.00,Mayoralty,2016,Collected Revenue,2017,General Fund,CITY FUNDS,-237000000.00,-45308476.63,TAXES,GENERAL PROPERTY TAXES,REAL ESTATE TAX REFUNDS
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-45755623.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-46043092.48,State Grants-Categorical,EDUCATION,FOUNDATION AID
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-46043092.48,State Grants-Categorical,EDUCATION,FOUNDATION AID
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-46848907.34,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-46869060.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
489701978.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,489701978.00,-46985107.00,Federal Grants-Categorical,Health and Human Services,CHILD CARE & DEVEL.BLOCK GRANT
6670257319.00,Department of Education,2016,Billed Revenue,2017,General Fund,STATE,6669985935.00,-47149748.00,State Grants-Categorical,EDUCATION,FOUNDATION AID
6670257319.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,STATE,6669985935.00,-47149748.00,State Grants-Categorical,EDUCATION,FOUNDATION AID
788059843.00,Mayoralty,2016,Accounts Left In Old Year,2017,General Fund,FEDERAL - CD,676718140.00,-47196840.99,Federal Grants and Contracts-Categorical,HOUSING AND URBAN DEVELOPMENT,CDBG-Disaster Recovery
214350700.00,City University of New York,2016,Billed Revenue,2016,General Fund,STATE,214350700.00,-47248300.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-47248300.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-47282155.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-47519990.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
9462447000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,9462447000.00,-48014070.94,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX 1ST QUART
269781558.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,269781558.00,-48510134.62,Federal Grants-Categorical,EDUCATION,E H A PART-B
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-48713227.52,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Miscellaneous,2016,Accounts Left In Old Year,2016,General Fund,CITY FUNDS,0.00,-49550238.69,MISCELLANEOUS,MISCELLANEOUS,SUNDRIES
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-49566409.25,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
264795984.00,Administration for Children's Services,2016,Billed Revenue,2016,General Fund,STATE,274712970.00,-49776843.00,State Grants-Categorical,SOCIAL SERVICES,STATE PREVENTIVE SERVICES
200303563.00,Fire Department,2016,Unbilled Revenue,2016,General Fund,OTHER CATEGORICAL,174347993.00,-50000000.00,Non-Governmental Grants,NONGOVT GRANTS-OTHER,PRIVATE GRANTS
-477000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-477000000.00,-50000000.00,TAXES,INCOME TAXES,REFUNDS OF GENERAL CORP TAX
-477000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-477000000.00,-50000000.00,TAXES,INCOME TAXES,REFUNDS OF GENERAL CORP TAX
169210213.00,Department of Transportation,2016,Collected Revenue,2016,General Fund,CAPITAL FUNDS - I.F.A.,186410832.00,-50229264.73,TRANSFERS FROM OTHER FUNDS,CAP FUNDS - IFA,IFA - RESURFACING
7026000000.00,Mayoralty,2016,Billed Revenue,2017,General Fund,CITY FUNDS,6948000000.00,-50436275.55,TAXES,GENERAL SALES TAX,GENERAL SALES TAX
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-50518736.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-50800720.06,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-50841598.06,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
11996000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,11996000000.00,-50974260.00,TAXES,INCOME TAXES,PERSONAL INCOME TAX
0.00,Miscellaneous,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-51084591.67,MISCELLANEOUS,MISCELLANEOUS,HOLDING ACCT UNIDENTIFIED REVS
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-51504916.94,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-52140076.55,MISCELLANEOUS,MISCELLANEOUS,N.G. CHECKS
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-52594495.48,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
2129000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,2102000000.00,-52606425.17,TAXES,INCOME TAXES,UNINCORPORATED BUSINESS INC TX
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-52610268.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-52763850.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Miscellaneous,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-52845990.20,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
7026000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,7026000000.00,-52931416.02,TAXES,GENERAL SALES TAX,GENERAL SALES TAX
0.00,Department of Health and Mental Hygiene,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-53085275.73,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
214350700.00,City University of New York,2016,Billed Revenue,2016,General Fund,STATE,214350700.00,-53470974.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-53470974.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Billed Revenue,2016,General Fund,STATE,214350700.00,-53471000.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-53471000.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
269781558.00,Department of Education,2016,Billed Revenue,2016,General Fund,FEDERAL - OTHER,269781558.00,-53728229.00,Federal Grants-Categorical,EDUCATION,E H A PART-B
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-53881542.00,State Grants-Categorical,EDUCATION,FOUNDATION AID
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-53881542.11,State Grants-Categorical,EDUCATION,FOUNDATION AID
6670257319.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,6670257319.00,-53881542.11,State Grants-Categorical,EDUCATION,FOUNDATION AID
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-54016303.40,TAXES,GENERAL PROPERTY TAXES,SUSPENDED PROPERTY  TAX PAYMENTS Revenue
77000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,77000000.00,-54168469.00,TAXES,INCOME TAXES,FINANCIAL CORPORATION TAX
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-55407905.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
76021107.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,76021107.00,-55742607.00,State Grants-Categorical,EDUCATION,P.S. AID/TEXTBOOKS
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-55742607.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
524734901.00,Department of Education,2016,Billed Revenue,2017,General Fund,STATE,502242201.00,-55847831.30,State Grants-Categorical,EDUCATION,PRESCHOOL SPECIAL EDUCATION
524734901.00,Department of Education,2016,Unbilled Revenue,2017,General Fund,STATE,502242201.00,-55847831.30,State Grants-Categorical,EDUCATION,PRESCHOOL SPECIAL EDUCATION
0.00,Department of Social Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-56440002.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-56648500.02,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
-1402000000.00,Mayoralty,2016,Collected Revenue,2017,General Fund,CITY FUNDS,-1340000000.00,-56819326.41,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
-1402000000.00,Mayoralty,2016,Billed Revenue,2016,General Fund,CITY FUNDS,-1340000000.00,-56819326.41,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
0.00,Department of Homeless Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-57081693.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
214350700.00,City University of New York,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,214350700.00,-57781000.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
214350700.00,City University of New York,2016,Billed Revenue,2016,General Fund,STATE,214350700.00,-57781000.00,State Grants-Categorical,MISCELLANEOUS,STATE AID-COMMUNITY COLLEGES
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-57930204.33,TAXES,GENERAL PROPERTY TAXES,SUSPENDED PROPERTY  TAX PAYMENTS Revenue
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-58104628.59,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
-1402000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-1402000000.00,-58425255.99,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-59343794.06,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-59343794.06,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-59343794.06,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-60265930.78,TAXES,GENERAL PROPERTY TAXES,UTIL SPEC FRAN R.E
7903481.00,Department of Health and Mental Hygiene,2016,Billed Revenue,2016,General Fund,STATE,7903481.00,-60899126.00,State Grants-Categorical,SOCIAL SERVICES,MEDICAID-HEALTH & MEDICAL CARE
77000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,368310000.00,-61849276.00,TAXES,INCOME TAXES,FINANCIAL CORPORATION TAX
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-61849276.00,TAXES,GENERAL PROPERTY TAXES,SUSPENDED PROPERTY  TAX PAYMENTS Revenue
77000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,316839000.00,-61849276.00,TAXES,INCOME TAXES,FINANCIAL CORPORATION TAX
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-61881824.00,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4131161000.00,-61919276.00,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
4500000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,4131161000.00,-61919276.00,TAXES,INCOME TAXES,GENERAL CORPORATION TAX
925000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,925000.00,-61919276.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
925000.00,Department of Finance,2016,Collected Revenue,2016,General Fund,CITY FUNDS,925000.00,-61919276.00,CHARGES FOR SERVICES,GENERAL GOVERNMENTAL CHARGES,ADMINISTRATIVE SERV TO PUBLIC
2129000000.00,Mayoralty,2016,Billed Revenue,2017,General Fund,CITY FUNDS,2167000000.00,-63150865.72,TAXES,INCOME TAXES,UNINCORPORATED BUSINESS INC TX
0.00,Department of Homeless Services,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-63265831.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
135009017.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,135009017.00,-63549176.58,State Grants-Categorical,EDUCATION,HANDICAP.PUPIL-SUMMER SCHOOL
11996000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,11996000000.00,-63805842.28,TAXES,INCOME TAXES,PERSONAL INCOME TAX
238484177.00,Department of Education,2016,Billed Revenue,2016,General Fund,STATE,238484177.00,-63963874.00,State Grants-Categorical,EDUCATION,HIGH COST EXCESS COST AID
0.00,Mayoralty,2016,Collected Unearned Revenue Roll,2016,General Fund,CITY FUNDS,0.00,-64445447.79,TAXES,GENERAL PROPERTY TAXES,REAL PROP TAX HOLDING CODE
0.00,Administration for Children's Services,2016,Collected Unearned Revenue Roll,2016,General Fund,FEDERAL - OTHER,0.00,-64963690.99,Federal Grants-Categorical,HOLDING ACCT-UNDISTRIBUTD CASH,HOLDING ACCT UNALLOC FED RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-65075745.00,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Department of Education,2016,Collected Unearned Revenue Roll,2016,General Fund,STATE,0.00,-65272937.08,State Grants-Categorical,HOLDING ACCT-UNDISTRBTED CASH,HOLDING ACCT UNALLOC STE RECPT
0.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,0.00,-65537812.37,TAXES,GENERAL PROPERTY TAXES,SUSPENDED PROPERTY  TAX PAYMENTS Revenue
260000000.00,Mayoralty,2016,Billed Revenue,2017,General Fund,CITY FUNDS,295000000.00,-65552819.26,TAXES,GENERAL PROPERTY TAXES,ACCRUED REAL ESTATE TAX REVENUE
-1402000000.00,Mayoralty,2016,Collected Revenue,2016,General Fund,CITY FUNDS,-1402000000.00,-65647210.80,TAXES,INCOME TAXES,REFUNDS OF PERSONAL INCOME TAX
